Reference,NbReceptionDerniersMois,QteReceptionneeDerniersMois,NbReceptionMois2,QteReceptionneeMois2,NbReceptionMois3,QteReceptionneeMois3
REF-116848,5,886,2,850,11,1018
REF-145419,9,3639,48,3864,9,4063
REF-133718,26,3723,15,3339,5,2653
REF-110971,7,2292,6,2495,12,2458
REF-102475,7,3051,14,3188,7,3135
REF-114052,8,2284,5,2347,6,2660
REF-148447,31,4850,10,4772,30,5671
REF-147516,7,2514,9,2818,9,1452
REF-130236,6,2990,4,1811,4,1073
REF-106227,18,2214,8,2812,29,2503
REF-101215,10,1362,1,794,10,797
REF-132780,9,3268,8,2467,8,2808
REF-141051,22,2960,13,3755,24,4316
REF-131235,3,1594,6,1673,5,1420
REF-100225,7,2483,4,1580,16,1000
REF-121579,2,682,2,858,6,861
REF-120831,4,1444,4,1725,5,887
REF-111403,8,2667,8,2031,21,2589
REF-119311,10,4641,11,3762,15,4757
REF-137132,1,433,1,524,1,454
REF-147291,5,2389,10,1691,7,1134
REF-121388,5,1385,2,922,2,585
REF-140270,22,4792,9,3675,9,4375
REF-142942,6,2461,4,1294,3,995
REF-148396,25,1351,5,1152,3,1128
REF-131940,18,3707,15,3904,25,3025
REF-113640,10,4713,23,4768,16,5134
REF-108208,5,945,5,1117,7,1354
REF-144989,14,4340,20,2276,6,1518
REF-125037,8,1613,2,897,2,849
REF-122553,21,4801,9,4719,6,2959
REF-130082,11,2486,17,2469,5,2769
REF-145034,10,4376,12,4056,8,3351
REF-108103,20,4064,41,2738,7,2808
REF-100503,14,4131,5,2091,35,2637
REF-124204,11,958,4,1078,11,804
REF-129320,1,802,2,861,3,1058
REF-139828,3,827,12,978,2,917
REF-136108,24,2934,32,3753,28,4506
REF-148980,11,4908,18,4656,23,5153
REF-148429,2,1165,3,1181,14,1101
REF-130744,11,1737,2,1329,14,1435
REF-143526,8,2040,15,2381,4,1285
REF-109013,9,3365,8,3940,10,5114
REF-101528,5,2193,23,2365,22,2815
REF-114535,12,2825,7,2134,6,1473
REF-122368,9,4408,36,4686,9,4382
REF-124398,7,2858,4,2254,6,2595
REF-125327,1,42,1,44,1,29
REF-101729,1,576,4,298,1,371
REF-124531,2,580,1,398,2,245
REF-105336,6,2554,4,1303,3,1611
REF-127236,11,917,2,727,1,385
REF-117647,20,4989,13,5340,14,6651
REF-144097,4,1572,4,1964,4,2045
REF-111944,2,1425,3,1253,14,1524
REF-121948,16,4746,18,5753,17,4726
REF-141769,4,1623,3,1030,1,681
REF-133007,40,4622,13,2486,13,2998
REF-104056,11,4378,33,4789,12,3985
REF-138123,9,3851,13,4082,17,4508
REF-108444,8,3256,8,3773,8,4424
REF-141315,2,1327,5,1651,5,1861
REF-144466,1,321,1,177,1,214
REF-121503,10,4143,15,3527,17,3106
REF-116950,12,3803,8,3728,13,4583
REF-103890,4,1037,4,1174,15,1369
REF-127933,48,4133,11,2652,6,2785
REF-124072,8,4267,10,2912,9,1868
REF-101495,5,2573,13,2602,3,1464
REF-118251,31,2818,6,2925,9,1801
REF-138370,14,2972,11,1541,14,1987
REF-110574,11,3279,10,2957,41,3829
REF-101509,20,2141,5,2125,11,2502
REF-120677,1,739,11,959,10,863
REF-149886,9,4436,45,4265,6,2869
REF-136932,19,4798,60,3872,16,4451
REF-147706,11,3631,14,4138,6,2905
REF-128224,24,1544,11,1093,3,583
REF-103838,5,1713,2,959,3,1019
REF-102369,19,3881,6,2420,20,2231
REF-135543,9,4050,10,2156,5,2359
REF-147830,9,1287,2,1307,5,941
REF-144631,18,4387,11,3321,11,3977
REF-102298,16,4170,12,3569,40,3199
REF-149911,3,1908,14,1742,6,1981
REF-129902,21,1938,4,2281,6,2746
REF-135460,3,1494,27,1677,4,1768
REF-126315,8,4177,25,4126,13,3372
REF-122494,2,812,4,874,4,920
REF-146613,1,53,1,65,1,52
REF-108417,35,2008,19,1224,10,706
REF-122420,17,3712,7,3140,11,2046
REF-140916,10,4658,9,3758,15,3243
REF-113015,2,796,6,913,1,514
REF-148214,21,4632,10,4021,31,5032
REF-133355,9,2968,8,2069,5,2077
REF-112535,15,3267,7,3216,31,2899
REF-120211,10,3646,7,2768,4,1941
REF-122153,9,4705,15,3327,6,3007
REF-124054,9,1499,4,1785,2,908
REF-134207,44,2672,7,2418,5,2006
REF-108986,2,969,3,1148,18,1208
REF-108263,10,1301,10,1396,10,1044
REF-109561,1,63,1,78,1,82
REF-149647,1,172,1,94,1,121
REF-119552,49,3666,14,4032,7,2401
REF-106748,6,555,3,690,4,750
REF-149072,22,4214,34,4540,18,4035
REF-106551,8,2067,28,1882,2,1450
REF-104146,17,4621,6,2339,7,1406
REF-135094,14,2950,9,3594,13,3250
REF-142571,6,844,1,772,1,467
REF-132124,6,2704,12,2190,7,2687
REF-107482,18,1614,4,1252,4,1058
REF-100917,1,114,1,106,1,98
REF-108180,2,580,1,483,3,420
REF-145643,3,588,2,690,2,550
REF-141118,7,1361,4,1121,6,672
REF-128497,61,3950,10,2121,6,2378
REF-119220,7,2644,10,2056,5,2649
REF-142544,9,1759,6,1758,8,1896
REF-111926,1,104,1,79,1,89
REF-102386,85,4715,39,3747,12,4705
REF-109079,2,1172,2,829,4,476
REF-129772,15,3158,42,4047,40,4399
REF-121766,5,2548,10,1733,8,1398
REF-148606,1,32,1,41,1,26
REF-139221,17,4278,5,2768,14,2999
REF-100570,3,1589,9,1166,2,1270
REF-137299,7,2974,9,2589,4,1767
REF-119207,9,4382,12,2661,3,1795
REF-111603,66,4169,9,4269,9,4422
REF-122252,35,3041,11,2943,9,3515
REF-120531,15,3779,19,3356,17,3355
REF-140297,26,3577,5,2951,12,3548
REF-128862,2,927,8,697,2,569
REF-128030,7,2240,5,2541,6,1920
REF-119256,8,3368,5,2056,4,2218
REF-110927,2,906,2,1087,2,703
REF-106758,1,534,1,483,3,497
REF-103024,5,670,9,561,1,358
REF-114426,8,3637,10,3371,4,1931
REF-106996,1,100,1,67,1,46
REF-129303,9,4160,9,3165,19,4016
REF-105094,20,4926,32,5025,32,4881
REF-106087,13,4239,29,5359,12,3511
REF-102616,7,1163,4,987,3,608
REF-149619,12,1424,2,971,4,1073
REF-120062,9,3848,4,2313,5,2189
REF-110562,16,1109,3,1108,2,1018
REF-134174,27,4698,54,3575,8,3938
REF-121661,14,3668,7,3352,8,1903
REF-119429,67,4429,6,2818,26,3239
REF-110445,1,533,1,269,1,207
REF-118061,1,245,1,248,1,134
REF-127097,2,1051,2,721,1,477
REF-118754,5,2297,10,2946,4,1927
REF-115576,16,1679,6,1270,2,990
REF-101901,9,4133,8,3752,10,2932
REF-123201,3,1681,13,1488,23,1224
REF-112745,7,1802,24,1586,2,1221
REF-121078,2,1291,19,1056,13,1226
REF-100262,2,647,2,366,1,379
REF-104430,4,1223,7,845,2,538
REF-127142,9,1317,1,698,1,510
REF-134359,6,3320,5,2319,35,1859
REF-133833,1,488,1,478,1,443
REF-133076,23,1681,2,1008,1,531
REF-111078,2,560,1,326,1,352
REF-132085,9,3046,7,3444,19,2563
REF-134596,13,4902,19,3979,7,3143
REF-115625,47,3578,29,2243,12,1254
REF-111705,3,343,1,180,1,111
REF-109450,1,441,1,302,1,166
REF-129105,7,3575,18,4582,6,3343
REF-140178,12,3706,14,3596,17,4151
REF-149153,12,4476,35,4956,36,4708
REF-135705,9,3157,17,1804,4,931
REF-113979,7,3444,7,3354,6,2378
REF-129459,4,846,1,680,1,548
REF-149196,1,435,1,414,1,533
REF-119968,5,2776,5,1933,12,2288
REF-123152,4,551,1,583,1,468
REF-106604,13,1694,30,2195,33,2718
REF-113700,3,1282,15,1556,3,1608
REF-106437,6,542,1,645,3,665
REF-134936,93,4949,16,4639,17,5678
REF-128515,6,3103,7,3108,25,3188
REF-107330,52,3033,6,2675,34,1782
REF-144371,20,4147,12,3416,18,1797
REF-143335,16,1656,11,1311,21,1339
REF-109220,16,3597,15,3619,21,4507
REF-131212,21,4523,7,3104,15,1687
REF-141671,3,1494,13,1072,5,903
REF-110439,7,2199,6,2170,7,2104
REF-126022,8,4265,9,4645,52,2965
REF-120654,4,1332,4,1564,1,846
REF-131326,1,221,1,278,1,163
REF-112645,1,241,1,125,1,154
REF-138988,7,2402,4,2057,5,2158
REF-145544,6,1759,12,1705,5,1247
REF-108634,1,323,1,177,1,125
REF-116686,22,4481,23,2819,35,3382
REF-134569,7,3368,5,1756,4,1456
REF-109836,9,2335,5,1734,6,1006
REF-122784,6,2119,4,1899,3,1292
REF-137061,21,4792,31,3224,56,4142
REF-102956,23,2418,15,3136,4,2115
REF-144361,8,3796,22,4425,12,5659
REF-105151,8,1006,9,783,2,841
REF-128092,4,1533,3,1427,7,1218
REF-142603,61,3802,5,2524,5,2420
REF-109258,3,1407,3,1357,3,1685
REF-100581,1,241,1,193,1,167
REF-118456,19,3996,17,4950,53,5848
REF-134231,3,912,4,930,5,832
REF-117990,8,2106,9,1939,32,1988
REF-120501,3,482,8,585,4,357
REF-130461,2,775,1,570,4,740
REF-121250,32,3873,7,3559,17,2351
REF-126931,21,3915,9,4055,18,4877
REF-135932,12,3921,14,3112,7,3186
REF-110662,3,854,1,489,2,299
REF-140461,15,2313,4,1201,6,1092
REF-105755,62,3983,24,3163,5,1997
REF-143926,2,997,11,712,11,797
REF-122593,10,4354,104,5210,27,4262
REF-122228,7,1968,6,2064,8,1693
REF-115287,20,2820,6,2326,6,1864
REF-108791,3,1282,6,1542,5,965
REF-110413,6,3076,9,3547,8,2142
REF-135244,11,3939,9,4773,17,5287
REF-100712,9,4276,9,4199,4,2135
REF-146473,13,4057,23,4871,12,5747
REF-109488,19,1730,9,1191,4,1227
REF-141920,5,2573,28,2160,6,2253
REF-129935,9,4551,5,2790,11,3219
REF-115288,5,2544,20,3262,6,3273
REF-135040,2,718,3,875,10,893
REF-147886,6,2034,9,1379,8,1498
REF-122253,3,1183,12,1201,2,982
REF-136576,32,4253,8,3627,9,2444
REF-140574,20,4651,44,4685,10,4709
REF-110831,1,227,1,130,1,90
REF-119855,15,4929,5,2982,12,3167
REF-135814,8,4063,12,5258,16,6655
REF-108571,17,2425,2,1394,14,1655
REF-117168,25,4196,17,5242,23,4615
REF-127418,4,2297,9,1640,10,2014
REF-100630,11,4290,7,3145,14,2496
REF-140411,14,3078,6,2680,57,2939
REF-115914,1,128,1,121,1,115
REF-132840,12,3848,9,3671,68,4724
REF-147333,20,4852,53,4112,84,4918
REF-127390,2,1066,2,554,1,344
REF-131859,2,851,2,665,1,367
REF-133611,53,3172,20,2080,8,2012
REF-102752,1,197,1,199,1,156
REF-129644,4,954,6,1229,23,1386
REF-105676,4,1024,1,582,9,692
REF-124967,35,3035,7,3705,18,4102
REF-140102,4,2025,7,2514,26,2286
REF-148162,10,4983,9,2968,12,2594
REF-126979,2,366,1,276,2,279
REF-104431,6,3320,7,1914,13,2003
REF-132674,13,3150,19,2444,6,2754
REF-131222,32,4318,32,4707,31,3573
REF-100611,17,3539,7,1942,6,1888
REF-141871,6,2867,11,1789,4,1897
REF-135108,3,733,7,870,1,490
REF-114924,3,1829,2,1103,3,1264
REF-122552,1,259,4,328,1,348
REF-115337,5,2428,11,2454,5,1409
REF-101481,3,1134,3,1205,8,850
REF-118341,6,1761,15,2016,3,1655
REF-128860,11,3489,6,3237,15,1989
REF-105247,7,2828,10,1687,4,1710
REF-105130,2,999,2,1250,7,1002
REF-109550,26,2832,6,3319,7,3412
REF-142680,4,1759,17,2207,3,1625
REF-105259,34,4372,9,3302,4,1903
REF-147841,23,3697,13,2338,5,2258
REF-115930,19,2958,7,2822,47,3361
REF-142803,17,2635,12,2862,7,2797
REF-136499,17,2353,9,1657,3,1511
REF-104386,9,1427,3,1175,3,1449
REF-134584,2,1026,3,929,19,1163
REF-142512,3,990,4,990,2,556
REF-119415,27,3267,19,1734,2,995
REF-137837,4,1134,4,1209,9,1298
REF-126159,4,2181,16,1871,3,1395
REF-108770,12,3921,9,3842,11,4721
REF-144646,20,4151,30,4682,25,4923
REF-129928,18,3996,15,4187,12,4016
REF-143286,7,1944,8,1300,2,986
REF-141857,1,436,1,409,1,525
REF-101234,11,4849,21,5739,46,4341
REF-108538,1,178,3,225,1,205
REF-108048,31,3913,4,2065,25,2496
REF-117249,23,4268,17,2551,10,1455
REF-128594,1,830,3,802,1,436
REF-116791,14,2400,5,2393,5,2437
REF-147279,7,2860,15,1600,6,1155
REF-128622,3,1718,10,1939,20,1983
REF-118582,65,3425,63,3789,14,4621
REF-141048,7,3059,8,3002,7,2620
REF-134753,1,176,1,135,1,133
REF-120733,8,3319,10,3864,9,2124
REF-127478,2,1110,6,1374,7,1568
REF-141376,65,3670,16,3756,9,3213
REF-130463,69,4469,15,3698,24,3691
REF-145569,6,667,6,768,8,903
REF-145394,19,4370,9,4230,9,2876
REF-114292,31,3694,6,2337,6,2290
REF-114918,12,3304,13,3511,33,4272
REF-130354,3,1094,3,1299,4,1366
REF-112000,13,4579,14,5314,38,4836
REF-134633,30,4897,35,4277,18,2526
REF-120498,8,1769,4,1193,3,1456
REF-128852,3,763,2,431,2,471
REF-109399,24,4201,8,2923,6,3171
REF-128066,4,1926,2,1025,13,1126
REF-101183,5,960,15,1075,14,1341
REF-124935,5,2216,6,2501,34,2933
REF-127385,10,4667,16,3547,8,2749
REF-101673,21,3987,12,4979,16,5978
REF-108745,31,4576,92,5628,6,3321
REF-130742,2,536,2,326,3,259
REF-137039,47,4494,11,4997,9,3887
REF-112279,1,244,1,155,2,169
REF-130620,8,2191,5,1456,5,1480
REF-140247,29,2905,15,2476,5,2035
REF-141208,55,3341,5,1920,14,1367
REF-138608,14,3700,10,3712,45,3737
REF-142938,4,1710,4,1218,12,1211
REF-131675,4,1796,7,2182,4,1926
REF-121057,8,2333,24,2948,8,2586
REF-123134,3,1032,9,1192,13,687
REF-145294,3,1262,5,802,3,750
REF-124596,66,4219,9,2870,22,2947
REF-106104,4,1215,8,975,1,909
REF-121277,13,1906,41,2425,10,2394
REF-144692,7,2381,39,2631,4,2460
REF-142635,19,1770,9,2168,5,1433
REF-134344,12,4662,15,3592,15,3085
REF-114819,32,1639,3,1070,4,720
REF-141770,17,3489,17,3300,5,2254
REF-107392,1,585,2,734,2,659
REF-103729,12,4707,18,2520,9,2513
REF-136143,3,1189,12,1002,13,956
REF-137470,9,2762,20,3550,19,3559
REF-116183,8,1793,41,2116,7,2283
REF-142032,29,4147,9,3046,18,2082
REF-140794,10,2135,10,2717,5,2367
REF-119965,10,4981,10,4980,95,5231
REF-144255,7,2261,5,2634,6,2692
REF-120178,52,3353,37,2258,14,2613
REF-147970,5,931,2,563,1,289
REF-128845,5,1218,1,779,3,976
REF-121950,8,3290,20,2606,6,1644
REF-129354,1,105,1,89,1,58
REF-129209,6,1314,3,1534,5,1895
REF-144622,11,3850,5,2296,15,2984
REF-117143,12,4442,15,4057,8,3899
REF-141203,5,932,6,956,9,903
REF-109620,13,3117,6,2870,6,1951
REF-124352,11,4573,10,2622,18,3244
REF-146934,3,788,14,1017,4,1274
REF-121694,6,3108,4,2015,3,1258
REF-109557,1,55,1,67,1,86
REF-144326,10,2515,5,2560,3,1344
REF-116833,94,4990,10,3960,11,3751
REF-134066,3,1400,32,1614,9,1484
REF-106866,1,204,1,182,1,108
REF-146167,2,887,4,1094,8,939
REF-131207,19,3922,12,3312,7,3603
REF-138640,8,4397,5,2199,2,1238
REF-148163,1,218,1,109,1,117
REF-140000,11,4663,9,4273,13,5011
REF-113213,9,4245,8,3634,5,2701
REF-106943,12,4201,11,5044,8,2768
REF-103112,27,4106,14,4277,7,3332
REF-144296,4,1995,6,1803,4,1516
REF-116310,1,142,1,168,1,192
REF-139928,1,405,1,508,2,608
REF-118965,7,2694,16,2755,11,3378
REF-121928,1,533,1,395,1,254
REF-137155,4,503,1,490,1,294
REF-134253,8,4149,7,2151,5,2706
REF-138874,1,137,1,102,1,59
REF-103277,1,423,2,365,1,360
REF-147849,22,4376,7,3382,16,3786
REF-118951,11,4566,14,5143,16,5624
REF-124330,11,3311,41,3216,9,3088
REF-107694,23,2555,8,1479,17,1643
REF-136583,10,1500,3,1078,6,1257
REF-127451,1,236,1,187,1,151
REF-136372,23,4886,17,5277,11,4012
REF-143363,1,111,1,131,1,110
REF-135961,21,2322,13,1645,3,1048
REF-106780,18,4240,11,4608,6,2420
REF-100111,11,1496,13,1852,5,2321
REF-134183,13,1623,13,2087,4,1287
REF-135356,3,1618,6,1230,15,1390
REF-145706,20,4088,24,3962,20,4575
REF-125121,8,2128,4,1230,3,1310
REF-147752,2,1258,19,1590,10,1767
REF-144329,8,3910,18,4475,17,4289
REF-122656,17,4174,10,5142,11,4089
REF-115827,4,2165,7,2811,20,3085
REF-103071,7,2842,30,1888,2,1054
REF-113310,49,4617,54,4091,11,4068
REF-130109,3,1331,5,1221,3,1291
REF-141997,15,4847,11,5502,11,4398
REF-111935,6,2654,13,2035,13,1541
REF-108718,2,1000,3,1164,22,1414
REF-144736,16,2180,28,2785,11,1653
REF-108133,1,465,3,549,4,451
REF-116973,4,2135,3,1308,3,804
REF-112937,10,1601,2,813,3,697
REF-146954,8,3799,46,3682,8,2098
REF-112582,9,4244,14,5234,49,6597
REF-107423,28,3440,10,3171,3,1921
REF-109483,23,3630,11,2620,9,1935
REF-141524,15,4297,15,5177,9,3520
REF-128842,10,1397,4,1072,2,1318
REF-144521,7,1371,15,1014,3,1108
REF-142212,2,1407,7,1424,3,1444
REF-112292,47,3918,5,2246,9,1848
REF-119642,7,407,1,397,1,412
REF-101296,2,1189,5,1155,3,1342
REF-116794,3,1055,1,713,1,778
REF-137775,15,3278,38,4026,11,3714
REF-136864,12,2009,6,1338,3,1398
REF-108050,18,3295,6,2053,3,1403
REF-119250,9,3996,14,4846,15,6064
REF-141588,6,930,11,861,1,802
REF-106467,16,4080,21,3959,6,2850
REF-133510,13,4521,7,3251,8,4192
REF-124798,18,3420,7,2743,8,2640
REF-147957,9,4355,9,4857,18,3296
REF-110474,15,1730,19,2000,4,1580
REF-117034,11,631,1,494,1,451
REF-112310,32,4960,12,3049,11,2180
REF-112627,9,3439,9,4442,5,2744
REF-132962,6,2072,10,1701,4,2151
REF-126243,12,2635,7,1758,4,1801
REF-106159,5,2096,12,1605,5,1191
REF-137612,0,0,0,0,0,0
REF-141246,14,2464,6,2075,5,2486
REF-126351,10,3106,17,3544,31,4354
REF-149276,17,1707,12,1223,2,639
REF-107067,21,3170,8,3679,24,4058
REF-139535,7,1576,10,2045,4,2272
REF-102958,39,4659,32,3762,6,2257
REF-139039,25,1606,2,1318,1,788
REF-102473,14,4158,11,5381,7,3530
REF-110491,16,2023,6,1278,4,854
REF-110184,10,4494,6,2265,6,1469
REF-123886,4,2335,8,1389,10,1069
REF-146395,36,3361,16,3965,9,3692
REF-112243,21,4498,30,2438,8,1917
REF-104380,1,575,1,645,1,634
REF-149560,1,1,0,0,0,0
REF-140172,12,3627,4,1994,10,2102
REF-132422,25,2166,3,1577,4,1564
REF-107490,33,4168,5,2374,6,2989
REF-132113,13,4504,10,4774,10,4354
REF-107457,52,4366,14,4812,12,2824
REF-135641,10,3746,8,2773,12,3082
REF-147618,18,3511,13,4150,8,2916
REF-105192,59,3988,9,2437,5,2608
REF-112625,1,285,1,175,1,131
REF-149921,5,1699,10,1260,3,1011
REF-143674,9,3540,13,2410,10,2260
REF-103454,11,3327,7,1952,2,1012
REF-100363,10,3831,13,4494,5,2588
REF-109828,6,1538,5,1865,23,2327
REF-130086,3,1566,3,1686,5,887
REF-114461,21,4861,22,3288,10,3670
REF-126531,3,1499,3,1658,4,1193
REF-119487,29,4975,34,4339,8,2616
REF-117263,43,3053,7,1729,4,1356
REF-139966,10,4677,26,4375,7,3558
REF-109901,10,4779,10,2624,23,2771
REF-143362,4,1264,3,1296,3,1539
REF-100144,8,1692,16,1555,15,1751
REF-133203,4,1305,1,843,1,495
REF-127945,9,3901,7,3737,12,4763
REF-120431,35,2646,33,3181,20,3956
REF-119730,56,3931,8,3257,7,2681
REF-141983,7,3042,24,3753,7,2596
REF-104794,45,2278,10,1777,16,1167
REF-138041,11,3502,10,4536,29,2495
REF-105685,15,3377,4,2026,3,1648
REF-107523,34,4864,8,3109,11,2190
REF-109132,24,3234,27,3477,10,2606
REF-109057,23,2912,5,2002,14,2446
REF-127086,1,593,2,553,2,617
REF-130189,10,3662,29,4653,6,3013
REF-100925,3,1243,2,754,3,518
REF-130159,27,4957,11,5170,49,4820
REF-146611,87,4466,88,4537,15,3618
REF-125349,79,4994,27,5995,21,6635
REF-103795,5,1974,2,1025,3,961
REF-127038,15,3179,21,2558,4,1983
REF-123961,9,4305,19,5486,8,3176
REF-107316,3,1400,2,817,4,1029
REF-133945,9,1940,7,1276,13,1031
REF-135524,10,1936,14,2351,25,2932
REF-128408,8,3613,4,2267,6,1864
REF-129891,55,4221,11,5122,35,6092
REF-110310,2,821,14,891,3,641
REF-146562,62,3940,8,3315,6,1663
REF-125204,22,3057,45,2382,10,2702
REF-108401,1,155,1,189,1,173
REF-111641,12,3873,57,4054,17,2842
REF-113561,1,341,1,219,1,191
REF-101942,6,3393,6,2817,13,3438
REF-100471,11,4377,60,5640,10,3637
REF-122816,7,1325,22,1324,9,1530
REF-138503,9,4574,14,5207,9,4805
REF-100421,1,412,1,256,1,143
REF-136557,5,2845,6,3056,39,3319
REF-118826,31,3852,5,2631,34,3208
REF-124874,36,4494,14,5577,16,3889
REF-129172,12,1148,3,1061,4,738
REF-120779,17,3748,6,2437,7,2935
REF-137835,20,3827,12,3124,6,1717
REF-118216,16,1964,4,1292,3,869
REF-108792,11,1331,6,1131,3,874
REF-106232,17,2056,9,1357,15,1053
REF-130894,12,3107,5,2375,19,3082
REF-106841,7,3454,7,3844,9,4439
REF-138917,19,3541,32,3234,9,3590
REF-111760,4,1716,3,1193,4,999
REF-147799,45,4975,13,6144,76,7796
REF-127534,9,1833,4,2056,4,1730
REF-100029,7,2544,8,2550,9,3152
REF-116881,28,4666,18,5149,17,3154
REF-138775,10,4559,19,3670,4,2119
REF-111066,17,4401,44,4507,10,3941
REF-103113,4,1804,18,1491,3,1435
REF-138980,11,875,4,601,5,611
REF-120519,4,2054,6,2641,12,3350
REF-123520,1,490,1,544,1,627
REF-130423,1,84,1,61,1,38
REF-114344,7,3775,16,4643,15,3028
REF-114810,18,3250,25,2279,38,2184
REF-144588,12,4048,7,2449,3,1673
REF-114150,58,3772,16,2396,3,1200
REF-126348,13,3391,7,3651,12,3857
REF-118748,20,2305,4,2070,12,1486
REF-102701,7,1268,4,892,16,1023
REF-119680,14,2791,4,1709,11,1925
REF-146186,11,3700,8,3019,14,2562
REF-116290,9,1679,3,1553,6,1294
REF-108508,37,2036,7,2157,3,1744
REF-140097,3,1680,4,1940,32,2072
REF-145720,68,4892,10,4930,9,4069
REF-131868,1,161,2,209,1,104
REF-107393,4,2201,22,1256,7,857
REF-126790,3,877,3,721,2,593
REF-100966,40,4576,7,3413,14,2678
REF-122530,15,2924,3,1705,4,1832
REF-114440,31,2153,12,2299,4,1973
REF-123785,5,800,4,1017,9,1167
REF-113809,8,4156,19,3268,31,4074
REF-137434,8,3550,10,2640,10,2200
REF-147458,8,3074,23,2806,8,3263
REF-134542,10,3917,13,4894,57,6359
REF-138884,7,3892,17,4271,13,3692
REF-132925,4,649,2,674,2,536
REF-111869,43,4047,19,3968,51,3941
REF-126551,4,485,1,251,1,176
REF-128660,18,2664,25,3210,18,1703
REF-104191,2,1267,5,1353,8,932
REF-143811,20,4248,7,3375,7,3097
REF-116304,6,2912,14,2964,7,2049
REF-142954,4,585,1,303,1,187
REF-120047,3,1099,12,1121,3,1270
REF-116543,5,1394,2,790,2,1019
REF-102359,22,4325,33,4475,12,3272
REF-125216,10,3493,8,1818,6,1658
REF-148645,1,337,1,206,1,202
REF-117588,4,1439,3,1056,3,1273
REF-117071,1,337,1,218,1,214
REF-128961,19,4804,12,5247,22,6080
REF-115148,7,1398,5,1512,4,1487
REF-126254,3,1105,5,806,2,990
REF-132637,1,306,1,243,1,191
REF-148934,5,1816,7,2137,21,1381
REF-139179,11,990,1,625,1,491
REF-131903,3,1393,2,980,2,1023
REF-138015,16,2651,5,1620,6,1765
REF-108907,1,445,1,272,1,260
REF-139036,1,700,7,521,2,465
REF-102737,22,2491,13,2933,24,3788
REF-134345,4,311,1,248,1,223
REF-119418,14,2215,3,1478,2,1053
REF-109459,2,644,1,450,5,446
REF-149299,5,2181,23,2499,3,1631
REF-112762,9,4610,6,2478,20,2161
REF-126858,19,4161,21,4053,56,4916
REF-109777,21,3642,21,4289,11,2986
REF-146948,12,3535,8,3799,10,4618
REF-145443,1,878,2,501,1,275
REF-109139,6,3130,10,3802,28,4860
REF-139117,1,359,1,465,1,437
REF-128322,12,1818,11,1973,4,1986
REF-116333,12,1950,6,1483,5,855
REF-106991,5,2261,5,2347,4,2015
REF-142264,11,4553,12,4589,35,2523
REF-131769,20,1849,4,1908,7,2383
REF-135067,37,3811,13,4283,33,5143
REF-115964,2,538,1,679,1,498
REF-149973,9,3975,11,4928,97,5927
REF-120481,12,3824,8,2744,44,2513
REF-114844,9,3756,10,3929,7,3277
REF-127796,38,4980,48,3509,18,2049
REF-125253,13,4877,11,4534,5,2543
REF-100918,9,2692,23,2922,9,1845
REF-103437,56,3288,43,3956,9,3855
REF-146879,46,4946,29,5386,15,5503
REF-119214,1,771,1,826,1,671
REF-148911,16,4712,29,3139,4,1859
REF-101052,5,1595,4,826,1,448
REF-104505,1,93,1,105,1,93
REF-117658,13,3646,9,4590,7,3615
REF-129287,8,3690,7,3533,36,2959
REF-123783,4,504,1,590,2,698
REF-140629,21,1260,3,1366,9,1253
REF-132630,27,3537,11,3831,7,2735
REF-114371,1,331,2,359,1,385
REF-115405,3,817,2,1026,4,824
REF-121650,10,4235,51,4262,24,4257
REF-118628,2,983,8,887,3,568
REF-132786,7,1556,13,865,3,892
REF-123013,9,2031,4,1633,13,956
REF-127311,19,4145,11,2656,6,1875
REF-117296,23,4105,10,5084,70,5568
REF-121049,29,3355,39,3697,17,4337
REF-129530,38,2936,8,2000,2,1127
REF-132869,8,3492,13,2959,15,3731
REF-145533,1,736,2,782,3,766
REF-127540,22,2384,4,1868,3,992
REF-145850,8,2960,7,2470,29,3010
REF-135023,1,48,1,52,1,51
REF-111758,14,4803,12,4155,12,4620
REF-140616,3,1870,5,1793,2,946
REF-116179,13,3572,17,4253,30,4200
REF-143534,10,1521,4,1493,2,807
REF-127554,9,1733,14,1384,9,1672
REF-147761,13,4448,14,2529,5,1968
REF-100059,20,4408,6,2964,13,1872
REF-114253,1,486,1,293,1,183
REF-142446,17,3939,6,2377,13,2015
REF-127216,57,4731,19,2507,8,2164
REF-145891,2,855,1,593,1,634
REF-138065,10,2798,9,3298,6,1882
REF-149217,8,2005,8,2528,13,1958
REF-138594,6,3071,13,3018,4,1908
REF-120240,10,4597,12,3215,33,2979
REF-144892,4,966,4,824,6,1035
REF-119221,70,4671,6,2450,8,2448
REF-142835,4,1532,5,1031,1,547
REF-141914,9,3549,28,2866,5,2197
REF-137622,6,2583,10,1783,4,2097
REF-122213,21,3887,6,2982,18,2515
REF-105877,3,1880,6,1581,11,1461
REF-114081,10,2075,4,1103,1,728
REF-108842,4,1674,17,1925,11,2182
REF-120141,4,425,1,278,1,209
REF-114434,1,419,1,371,1,472
REF-131484,3,1495,11,1817,6,1398
REF-137065,1,972,4,1055,3,1363
REF-120485,22,4653,10,3528,25,4284
REF-113529,4,1200,1,645,2,638
REF-119474,17,2517,3,1463,20,1163
REF-148252,4,1798,9,1362,5,1106
REF-144766,20,4203,14,4083,15,4226
REF-103678,2,1045,2,991,16,982
REF-149021,11,4321,11,2461,27,2494
REF-142131,22,4492,10,3079,7,2847
